iso,uptime_s,rss_kb,anon_kb,file_kb,swap_kb,threads,host_avail_mb
2026-09-02T05:19:11Z,83813,645680,126612,519068,0,17,4343
2026-09-02T05:20:11Z,83873,648576,126612,521964,0,17,4378
2026-09-02T05:21:11Z,83933,651464,126612,524852,0,17,4377
2026-09-02T05:22:11Z,83993,654368,126612,527756,0,17,4345
2026-09-02T05:23:11Z,84053,657260,126612,530648,0,17,4336
2026-09-02T05:24:11Z,84113,660148,126612,533536,0,17,4353
2026-09-02T05:25:12Z,84174,663044,126612,536432,0,17,4328
2026-09-02T05:26:12Z,84234,665936,126612,539324,0,17,4367
2026-09-02T05:27:12Z,84294,668840,126612,542228,0,17,4339
2026-09-02T05:28:12Z,84354,655348,126612,528736,0,17,4331
2026-09-02T05:29:12Z,84414,658252,126612,531640,0,17,4335
2026-09-02T05:30:12Z,84474,644764,126612,518152,0,17,4367
2026-09-02T05:31:12Z,84534,647664,126612,521052,0,17,4346
2026-09-02T05:32:12Z,84594,650560,126612,523948,0,17,4355
2026-09-02T05:33:12Z,84654,653460,126612,526848,0,17,4346
2026-09-02T05:34:12Z,84714,656348,126612,529736,0,17,4335
2026-09-02T05:35:12Z,84774,659252,126612,532640,0,17,4339
2026-09-02T05:36:13Z,84835,662144,126612,535536,0,17,4346
2026-09-02T05:37:13Z,84895,665044,126612,538432,0,17,4324
2026-09-02T05:38:13Z,84955,667932,126612,541320,0,17,4337
2026-09-02T05:39:13Z,85015,654440,126612,527828,0,17,4359
2026-09-02T05:40:13Z,85075,657332,126612,530720,0,17,4364
2026-09-02T05:41:13Z,85135,660236,126612,533624,0,17,4355
2026-09-02T05:42:13Z,85195,646748,126612,520136,0,17,4350
2026-09-02T05:43:13Z,85255,649644,126612,523032,0,17,4333
2026-09-02T05:44:13Z,85315,652536,126612,525924,0,17,4324
2026-09-02T05:45:13Z,85375,655428,126612,528820,0,17,4342
2026-09-02T05:46:14Z,85436,658324,126612,531712,0,17,4359
2026-09-02T05:47:14Z,85496,661220,126612,534608,0,17,4340
2026-09-02T05:48:14Z,85556,664112,126612,537504,0,17,4334
2026-09-02T05:49:14Z,85616,667004,126612,540392,0,17,4346
2026-09-02T05:50:14Z,85676,669904,126612,543292,0,17,4355
2026-09-02T05:51:14Z,85736,656420,126620,529800,0,17,4363
2026-09-02T05:52:14Z,85796,659316,126620,532696,0,17,4353
2026-09-02T05:53:14Z,85856,645828,126620,519208,0,17,4347
2026-09-02T05:54:14Z,85916,648728,126620,522108,0,17,4342
2026-09-02T05:55:14Z,85976,651624,126620,525004,0,17,4334
2026-09-02T05:56:14Z,86036,654520,126620,527900,0,17,4351
2026-09-02T05:57:14Z,86096,657416,126620,530796,0,17,4342
2026-09-02T05:58:15Z,86157,660308,126620,533688,0,17,4330
2026-09-02T05:59:15Z,86217,663208,126620,536588,0,17,4314
2026-09-02T06:00:15Z,86277,666104,126620,539484,0,17,4352
2026-09-02T06:01:15Z,86337,668996,126620,542376,0,17,4364
2026-09-02T06:02:15Z,86397,655512,126620,528896,0,17,4354
2026-09-02T06:03:15Z,86457,658408,126620,531788,0,17,4355
2026-09-02T06:04:15Z,86517,661312,126620,534692,0,17,4355
2026-09-02T06:05:15Z,86577,647828,126620,521208,0,17,4369
2026-09-02T06:06:15Z,86637,650720,126620,524100,0,17,4363
2026-09-02T06:07:15Z,86697,653620,126620,527000,0,17,4346
2026-09-02T06:08:15Z,86757,656508,126620,529888,0,17,4338
2026-09-02T06:09:15Z,86817,659400,126620,532780,0,17,4342
2026-09-02T06:10:15Z,86877,662292,126620,535672,0,17,4344
2026-09-02T06:11:16Z,86938,665188,126620,538568,0,17,4360
2026-09-02T06:12:16Z,86998,668080,126620,541460,0,17,4347
2026-09-02T06:13:16Z,87058,654584,126620,527964,0,17,4336
2026-09-02T06:14:16Z,87118,657476,126620,530856,0,17,4353
2026-09-02T06:15:16Z,87178,660376,126620,533756,0,17,4345
2026-09-02T06:16:16Z,87238,646888,126620,520268,0,17,4355
2026-09-02T06:17:16Z,87298,649780,126620,523160,0,17,4331
2026-09-02T06:18:16Z,87358,652684,126620,526064,0,17,4322
2026-09-02T06:19:16Z,87418,655620,126664,528956,0,17,4342
2026-09-02T06:20:16Z,87478,658516,126664,531852,0,17,4354
2026-09-02T06:21:16Z,87538,661404,126664,534740,0,17,4366
2026-09-02T06:22:16Z,87598,664300,126664,537636,0,17,4325
2026-09-02T06:23:16Z,87658,667192,126664,540528,0,17,4339
2026-09-02T06:24:16Z,87718,653704,126664,527040,0,17,4351
2026-09-02T06:25:16Z,87778,656600,126664,529936,0,17,4363
2026-09-02T06:26:17Z,87839,659500,126664,532836,0,17,4356
2026-09-02T06:27:17Z,87899,646008,126664,519344,0,17,4353
2026-09-02T06:28:17Z,87959,648912,126664,522248,0,17,4331
2026-09-02T06:29:17Z,88019,651804,126664,525140,0,17,4357
2026-09-02T06:30:17Z,88079,654700,126664,528036,0,17,4375
2026-09-02T06:31:17Z,88139,657588,126664,530924,0,17,4352
2026-09-02T06:32:17Z,88199,660488,126664,533824,0,17,4330
2026-09-02T06:33:17Z,88259,663384,126664,536720,0,17,4328
2026-09-02T06:34:17Z,88319,666284,126664,539620,0,17,4366
2026-09-02T06:35:17Z,88379,669184,126664,542520,0,17,4370
2026-09-02T06:36:17Z,88439,655700,126664,529036,0,17,4372
2026-09-02T06:37:17Z,88499,658596,126664,531936,0,17,4339
2026-09-02T06:38:18Z,88560,661500,126664,534836,0,17,4315
2026-09-02T06:39:18Z,88620,648012,126664,521348,0,17,4333
2026-09-02T06:40:18Z,88680,650908,126664,524244,0,17,4362
2026-09-02T06:41:18Z,88740,653804,126664,527140,0,17,4372
2026-09-02T06:42:18Z,88800,656708,126664,530044,0,17,4341
2026-09-02T06:43:18Z,88860,659600,126664,532936,0,17,4349
2026-09-02T06:44:18Z,88920,662500,126664,535836,0,17,4352
2026-09-02T06:45:18Z,88980,665388,126664,538724,0,17,4368
2026-09-02T06:46:18Z,89040,651904,126664,525240,0,17,4360
2026-09-02T06:47:18Z,89100,654796,126664,528136,0,17,4337
2026-09-02T06:48:18Z,89160,657692,126664,531028,0,17,4344
2026-09-02T06:49:18Z,89220,660584,126664,533920,0,17,4343
2026-09-02T06:50:19Z,89281,647096,126664,520436,0,17,4361
2026-09-02T06:51:19Z,89341,649996,126664,523332,0,17,4369
2026-09-02T06:52:19Z,89401,652892,126664,526228,0,17,4335
2026-09-02T06:53:19Z,89461,655788,126664,529124,0,17,4342
2026-09-02T06:54:19Z,89521,658688,126664,532024,0,17,4378
2026-09-02T06:55:19Z,89581,661588,126664,534924,0,17,4368
2026-09-02T06:56:19Z,89641,664484,126664,537820,0,17,4369
2026-09-02T06:57:19Z,89701,667380,126664,540716,0,17,4360
2026-09-02T06:58:19Z,89761,653892,126664,527228,0,17,4341
2026-09-02T06:59:19Z,89821,656792,126664,530128,0,17,4335
2026-09-02T07:00:19Z,89881,659688,126664,533024,0,17,4368
2026-09-02T07:01:19Z,89941,646196,126664,519532,0,17,4356
2026-09-02T07:02:20Z,90002,649096,126664,522432,0,17,4330
2026-09-02T07:03:20Z,90062,651996,126664,525332,0,17,4324
2026-09-02T07:04:20Z,90122,654896,126664,528232,0,17,4353
2026-09-02T07:05:20Z,90182,657792,126664,531128,0,17,4367
2026-09-02T07:06:20Z,90242,660688,126664,534024,0,17,4355
2026-09-02T07:07:20Z,90302,663580,126664,536916,0,17,4334
2026-09-02T07:08:20Z,90362,666480,126664,539816,0,17,4314
2026-09-02T07:09:20Z,90422,652992,126664,526328,0,17,4322
2026-09-02T07:10:20Z,90482,655888,126664,529224,0,17,4360
2026-09-02T07:11:20Z,90542,658780,126664,532116,0,17,4363
2026-09-02T07:12:20Z,90602,645296,126664,518632,0,17,4333
2026-09-02T07:13:20Z,90662,648192,126664,521528,0,17,4332
2026-09-02T07:14:21Z,90723,651084,126664,524424,0,17,4357
2026-09-02T07:15:21Z,90783,653980,126664,527316,0,17,4366
2026-09-02T07:16:21Z,90843,656884,126664,530220,0,17,4359
2026-09-02T07:17:21Z,90903,659776,126664,533112,0,17,4325
2026-09-02T07:18:21Z,90963,662668,126664,536004,0,17,4332
2026-09-02T07:19:21Z,91023,665560,126664,538896,0,17,4330
2026-09-02T07:20:21Z,91083,652080,126664,525416,0,17,4350
2026-09-02T07:21:21Z,91143,654976,126664,528312,0,17,4365
2026-09-02T07:22:21Z,91203,657872,126664,531212,0,17,4344
2026-09-02T07:23:21Z,91263,660780,126664,534116,0,17,4339
2026-09-02T07:24:21Z,91323,647288,126664,520624,0,17,4364
2026-09-02T07:25:21Z,91383,650188,126664,523524,0,17,4378
2026-09-02T07:26:21Z,91443,653084,126664,526420,0,17,4370
2026-09-02T07:27:22Z,91504,655980,126664,529316,0,17,4347
2026-09-02T07:28:22Z,91564,658876,126664,532212,0,17,4350
2026-09-02T07:29:22Z,91624,661772,126664,535108,0,17,4331
2026-09-02T07:30:22Z,91684,664668,126664,538004,0,17,4359
2026-09-02T07:31:22Z,91744,651180,126664,524516,0,17,4358
2026-09-02T07:32:22Z,91804,654084,126664,527420,0,17,4331
2026-09-02T07:33:22Z,91864,656980,126664,530316,0,17,4338
2026-09-02T07:34:22Z,91924,659868,126664,533204,0,17,4368
2026-09-02T07:35:22Z,91984,646384,126664,519720,0,17,4372
2026-09-02T07:36:22Z,92044,649276,126664,522612,0,17,4371
2026-09-02T07:37:22Z,92104,652176,126664,525512,0,17,4358
2026-09-02T07:38:23Z,92165,655068,126664,528408,0,17,4332
2026-09-02T07:39:23Z,92225,657960,126664,531296,0,17,4318
2026-09-02T07:40:23Z,92285,660856,126664,534192,0,17,4364
2026-09-02T07:41:23Z,92345,663756,126664,537092,0,17,4367
2026-09-02T07:42:23Z,92405,666652,126664,539988,0,17,4338
2026-09-02T07:43:23Z,92465,653164,126664,526500,0,17,4340
2026-09-02T07:44:23Z,92525,656064,126664,529400,0,17,4341
2026-09-02T07:45:23Z,92585,658952,126664,532288,0,17,4367
2026-09-02T07:46:23Z,92645,661852,126664,535188,0,17,4355
2026-09-02T07:47:23Z,92705,648360,126664,521696,0,17,4355
2026-09-02T07:48:23Z,92765,651256,126664,524592,0,17,4327
2026-09-02T07:49:23Z,92825,654152,126664,527488,0,17,4332
2026-09-02T07:50:24Z,92886,657048,126664,530384,0,17,4355
2026-09-02T07:51:24Z,92946,659944,126664,533280,0,17,4363
2026-09-02T07:52:24Z,93006,662844,126664,536180,0,17,4341
2026-09-02T07:53:24Z,93066,665732,126664,539068,0,17,4345
2026-09-02T07:54:24Z,93126,652244,126664,525580,0,17,4382
2026-09-02T07:55:24Z,93186,655136,126664,528472,0,17,4367
2026-09-02T07:56:24Z,93246,658032,126664,531368,0,17,4369
2026-09-02T07:57:24Z,93306,660928,126664,534264,0,17,4335
2026-09-02T07:58:24Z,93366,647444,126668,520776,0,17,4328
2026-09-02T07:59:24Z,93426,650336,126668,523668,0,17,4338
2026-09-02T08:00:24Z,93486,653232,126668,526564,0,17,4360
2026-09-02T08:01:25Z,93547,656136,126668,529468,0,17,4362
2026-09-02T08:02:25Z,93607,659032,126668,532368,0,17,4344
2026-09-02T08:03:25Z,93667,661932,126668,535264,0,17,4331
2026-09-02T08:04:25Z,93727,664832,126668,538164,0,17,4365
2026-09-02T08:05:25Z,93787,651344,126668,524676,0,17,4360
2026-09-02T08:06:25Z,93847,654240,126668,527572,0,17,4386
2026-09-02T08:07:25Z,93907,657132,126668,530464,0,17,4354
2026-09-02T08:08:25Z,93967,660032,126668,533364,0,17,4327
2026-09-02T08:09:25Z,94027,646544,126668,519876,0,17,4325
2026-09-02T08:10:25Z,94087,649440,126668,522772,0,17,4348
2026-09-02T08:11:25Z,94147,652340,126668,525672,0,17,4372
2026-09-02T08:12:25Z,94207,655232,126668,528564,0,17,4339
2026-09-02T08:13:25Z,94267,658124,126668,531456,0,17,4349
2026-09-02T08:14:26Z,94328,661024,126668,534356,0,17,4346
2026-09-02T08:15:26Z,94388,663916,126668,537248,0,17,4357
2026-09-02T08:16:26Z,94448,650428,126668,523760,0,17,4363
2026-09-02T08:17:26Z,94508,653324,126668,526656,0,17,4355
2026-09-02T08:18:26Z,94568,656220,126668,529552,0,17,4341
2026-09-02T08:19:26Z,94628,659112,126668,532444,0,17,4346
2026-09-02T08:20:26Z,94688,662004,126668,535336,0,17,4362
2026-09-02T08:21:26Z,94748,648520,126668,521852,0,17,4365
2026-09-02T08:22:26Z,94808,651416,126668,524748,0,17,4345
2026-09-02T08:23:26Z,94868,654308,126668,527640,0,17,4338
2026-09-02T08:24:26Z,94928,657200,126668,530532,0,17,4349
2026-09-02T08:25:26Z,94988,660100,126668,533436,0,17,4363
2026-09-02T08:26:27Z,95049,662984,126668,536316,0,17,4383
2026-09-02T08:27:27Z,95109,665884,126668,539216,0,17,4349
2026-09-02T08:28:27Z,95169,652396,126668,525728,0,17,4339
2026-09-02T08:29:27Z,95229,655284,126668,528616,0,17,4330
2026-09-02T08:30:27Z,95289,658192,126668,531524,0,17,4363
2026-09-02T08:31:27Z,95349,661080,126668,534412,0,17,4355
2026-09-02T08:32:27Z,95409,647600,126668,520932,0,17,4325
2026-09-02T08:33:27Z,95469,650496,126668,523832,0,17,4348
2026-09-02T08:34:27Z,95529,653396,126668,526732,0,17,4372
2026-09-02T08:35:27Z,95589,656292,126668,529624,0,17,4362
2026-09-02T08:36:27Z,95649,659192,126668,532524,0,17,4364
2026-09-02T08:37:27Z,95709,662088,126668,535420,0,17,4347
2026-09-02T08:38:28Z,95770,664980,126668,538312,0,17,4339
2026-09-02T08:39:28Z,95830,651500,126668,524832,0,17,4332
2026-09-02T08:40:28Z,95890,654396,126668,527728,0,17,4359
2026-09-02T08:41:28Z,95950,657296,126668,530628,0,17,4355
2026-09-02T08:42:28Z,96010,660184,126668,533516,0,17,4313
2026-09-02T08:43:28Z,96070,663088,126668,536420,0,17,4322
2026-09-02T08:44:28Z,96130,649608,126668,522940,0,17,4363
2026-09-02T08:45:28Z,96190,652508,126668,525840,0,17,4353
2026-09-02T08:46:28Z,96250,655404,126668,528736,0,17,4354
2026-09-02T08:47:28Z,96310,658304,126668,531636,0,17,4328
2026-09-02T08:48:28Z,96370,661196,126668,534528,0,17,4338
2026-09-02T08:49:28Z,96430,664100,126668,537432,0,17,4331
2026-09-02T08:50:28Z,96490,650616,126668,523952,0,17,4356
2026-09-02T08:51:29Z,96551,653516,126668,526848,0,17,4371
2026-09-02T08:52:29Z,96611,656408,126668,529740,0,17,4339
2026-09-02T08:53:29Z,96671,659304,126668,532636,0,17,4339
2026-09-02T08:54:29Z,96731,662200,126668,535536,0,17,4354
2026-09-02T08:55:29Z,96791,648712,126668,522044,0,17,4362
2026-09-02T08:56:29Z,96851,651608,126668,524940,0,17,4350
2026-09-02T08:57:29Z,96911,654508,126668,527840,0,17,4356
2026-09-02T08:58:29Z,96971,657408,126668,530740,0,17,4347
2026-09-02T08:59:29Z,97031,660304,126668,533636,0,17,4337
2026-09-02T09:00:29Z,97091,663204,126668,536540,0,17,4361
2026-09-02T09:01:29Z,97151,649724,126668,523056,0,17,4343
2026-09-02T09:02:29Z,97211,652616,126668,525948,0,17,4331
2026-09-02T09:03:30Z,97272,655512,126668,528844,0,17,4332
2026-09-02T09:04:30Z,97332,658416,126668,531748,0,17,4361
2026-09-02T09:05:30Z,97392,661316,126668,534648,0,17,4346
2026-09-02T09:06:30Z,97452,647828,126668,521160,0,17,4348
2026-09-02T09:07:30Z,97512,650728,126668,524060,0,17,4323
2026-09-02T09:08:30Z,97572,653616,126668,526952,0,17,4338
2026-09-02T09:09:30Z,97632,656520,126668,529852,0,17,4331
2026-09-02T09:10:30Z,97692,659416,126668,532748,0,17,4358
2026-09-02T09:11:30Z,97752,662312,126668,535644,0,17,4359
2026-09-02T09:12:30Z,97812,665204,126668,538536,0,17,4346
2026-09-02T09:13:30Z,97872,651712,126668,525044,0,17,4345
2026-09-02T09:14:31Z,97933,654612,126668,527944,0,17,4385
2026-09-02T09:15:31Z,97993,657508,126668,530840,0,17,4377
2026-09-02T09:16:31Z,98053,660408,126668,533740,0,17,4365
2026-09-02T09:17:31Z,98113,663312,126668,536644,0,17,4325
2026-09-02T09:18:31Z,98173,649824,126668,523156,0,17,4333
2026-09-02T09:19:31Z,98233,652712,126668,526048,0,17,4321
2026-09-02T09:20:31Z,98293,655612,126668,528944,0,17,4349
2026-09-02T09:21:31Z,98353,658508,126668,531840,0,17,4352
2026-09-02T09:22:31Z,98413,661404,126668,534736,0,17,4337
2026-09-02T09:23:31Z,98473,664296,126668,537628,0,17,4331
2026-09-02T09:24:31Z,98533,650820,126668,524152,0,17,4369
2026-09-02T09:25:31Z,98593,653716,126668,527048,0,17,4371
2026-09-02T09:26:31Z,98653,656608,126668,529940,0,17,4347
2026-09-02T09:27:32Z,98714,659504,126668,532836,0,17,4340
2026-09-02T09:28:32Z,98774,662400,126668,535736,0,17,4342
2026-09-02T09:29:32Z,98834,648912,126668,522248,0,17,4324
2026-09-02T09:30:32Z,98894,651808,126668,525140,0,17,4350
2026-09-02T09:31:32Z,98954,654704,126668,528036,0,17,4366
2026-09-02T09:32:32Z,99014,657608,126668,530940,0,17,4347
2026-09-02T09:33:32Z,99074,660504,126668,533840,0,17,4341
2026-09-02T09:34:32Z,99134,663404,126668,536740,0,17,4364
2026-09-02T09:35:32Z,99194,649916,126668,523248,0,17,4365
2026-09-02T09:36:32Z,99254,652812,126668,526144,0,17,4349
2026-09-02T09:37:32Z,99314,655704,126668,529036,0,17,4334
2026-09-02T09:38:32Z,99374,658604,126668,531936,0,17,4342
2026-09-02T09:39:32Z,99434,661496,126668,534828,0,17,4349
2026-09-02T09:40:32Z,99494,664388,126668,537720,0,17,4373
2026-09-02T09:41:33Z,99555,650896,126668,524228,0,17,4362
2026-09-02T09:42:33Z,99615,653796,126668,527128,0,17,4332
2026-09-02T09:43:33Z,99675,656688,126668,530020,0,17,4331
2026-09-02T09:44:33Z,99735,659592,126668,532928,0,17,4345
2026-09-02T09:45:33Z,99795,662484,126668,535816,0,17,4362
2026-09-02T09:46:33Z,99855,649000,126668,522332,0,17,4334
2026-09-02T09:47:33Z,99915,651896,126668,525228,0,17,4327
2026-09-02T09:48:33Z,99975,654792,126668,528124,0,17,4323
2026-09-02T09:49:33Z,100035,657684,126668,531020,0,17,4332
2026-09-02T09:50:33Z,100095,660580,126668,533912,0,17,4345
2026-09-02T09:51:33Z,100155,663480,126668,536812,0,17,4332
2026-09-02T09:52:33Z,100215,649988,126668,523324,0,17,4347
2026-09-02T09:53:33Z,100275,652888,126668,526220,0,17,4341
2026-09-02T09:54:34Z,100336,655784,126668,529116,0,17,4365
2026-09-02T09:55:34Z,100396,658676,126668,532008,0,17,4364
2026-09-02T09:56:34Z,100456,661576,126668,534908,0,17,4361
2026-09-02T09:57:34Z,100516,664476,126668,537808,0,17,4342
2026-09-02T09:58:34Z,100576,650984,126668,524316,0,17,4344
2026-09-02T09:59:34Z,100636,653884,126668,527216,0,17,4331
2026-09-02T10:00:34Z,100696,656780,126668,530112,0,17,4372
2026-09-02T10:01:34Z,100756,659676,126668,533008,0,17,4351
2026-09-02T10:02:34Z,100816,662568,126668,535900,0,17,4339
2026-09-02T10:03:34Z,100876,649080,126668,522412,0,17,4328
2026-09-02T10:04:34Z,100936,651980,126668,525312,0,17,4361
2026-09-02T10:05:34Z,100996,654872,126668,528204,0,17,4359
2026-09-02T10:06:35Z,101057,657768,126668,531100,0,17,4363
2026-09-02T10:07:35Z,101117,660660,126668,533992,0,17,4360
2026-09-02T10:08:35Z,101177,663556,126668,536888,0,17,4355
2026-09-02T10:09:35Z,101237,650076,126668,523408,0,17,4352
2026-09-02T10:10:35Z,101297,652976,126668,526308,0,17,4357
2026-09-02T10:11:35Z,101357,655884,126668,529216,0,17,4343
2026-09-02T10:12:35Z,101417,658776,126668,532108,0,17,4335
2026-09-02T10:13:35Z,101477,661676,126668,535008,0,17,4335
2026-09-02T10:14:35Z,101537,664572,126668,537904,0,17,4353
2026-09-02T10:15:35Z,101597,651096,126668,524428,0,17,4355
2026-09-02T10:16:35Z,101657,653992,126668,527324,0,17,4352
2026-09-02T10:17:35Z,101717,656888,126668,530220,0,17,4321
2026-09-02T10:18:35Z,101777,659784,126668,533120,0,17,4319
2026-09-02T10:19:36Z,101838,662684,126668,536016,0,17,4333
2026-09-02T10:20:36Z,101898,649200,126668,522532,0,17,4365
2026-09-02T10:21:36Z,101958,652100,126668,525432,0,17,4326
2026-09-02T10:22:36Z,102018,654996,126668,528328,0,17,4344
2026-09-02T10:23:36Z,102078,657892,126668,531224,0,17,4344
2026-09-02T10:24:36Z,102138,660784,126668,534116,0,17,4364
2026-09-02T10:25:36Z,102198,663680,126668,537012,0,17,4360
2026-09-02T10:26:36Z,102258,650192,126668,523524,0,17,4341
2026-09-02T10:27:36Z,102318,653084,126668,526416,0,17,4326
2026-09-02T10:28:36Z,102378,655980,126668,529316,0,17,4320
2026-09-02T10:29:36Z,102438,658872,126668,532204,0,17,4321
2026-09-02T10:30:36Z,102498,661768,126668,535100,0,17,4372
2026-09-02T10:31:36Z,102558,648280,126668,521612,0,17,4339
2026-09-02T10:32:36Z,102618,651172,126668,524504,0,17,4340
2026-09-02T10:33:37Z,102679,654072,126668,527404,0,17,4322
2026-09-02T10:34:37Z,102739,656968,126668,530300,0,17,4342
2026-09-02T10:35:37Z,102799,659872,126668,533204,0,17,4364
2026-09-02T10:36:37Z,102859,662768,126668,536100,0,17,4351
2026-09-02T10:37:37Z,102919,665660,126668,538996,0,17,4334
2026-09-02T10:38:37Z,102979,652176,126668,525508,0,17,4333
2026-09-02T10:39:37Z,103039,655072,126668,528404,0,17,4305
2026-09-02T10:40:37Z,103099,657972,126668,531304,0,17,4350
2026-09-02T10:41:37Z,103159,660872,126668,534204,0,17,4343
2026-09-02T10:42:37Z,103219,663772,126668,537104,0,17,4347
2026-09-02T10:43:37Z,103279,650284,126668,523616,0,17,4342
2026-09-02T10:44:37Z,103339,653176,126668,526508,0,17,4367
2026-09-02T10:45:38Z,103400,656076,126668,529408,0,17,4365
2026-09-02T10:46:38Z,103460,658976,126668,532308,0,17,4363
2026-09-02T10:47:38Z,103520,661872,126668,535204,0,17,4333
2026-09-02T10:48:38Z,103580,664776,126668,538108,0,17,4327
2026-09-02T10:49:38Z,103640,651288,126668,524624,0,17,4323
2026-09-02T10:50:38Z,103700,654188,126668,527520,0,17,4365
2026-09-02T10:51:38Z,103760,657084,126668,530416,0,17,4343
2026-09-02T10:52:38Z,103820,659984,126668,533316,0,17,4342
2026-09-02T10:53:38Z,103880,662884,126668,536216,0,17,4331
2026-09-02T10:54:38Z,103940,649400,126668,522732,0,17,4349
2026-09-02T10:55:38Z,104000,652296,126668,525628,0,17,4347
2026-09-02T10:56:38Z,104060,655196,126668,528528,0,17,4349
2026-09-02T10:57:39Z,104121,658084,126668,531420,0,17,4336
2026-09-02T10:58:39Z,104181,660992,126668,534324,0,17,4326
2026-09-02T10:59:39Z,104241,663884,126668,537216,0,17,4332
2026-09-02T11:00:39Z,104301,650408,126668,523740,0,17,4355
2026-09-02T11:01:39Z,104361,653304,126668,526636,0,17,4343
2026-09-02T11:02:39Z,104421,656196,126668,529528,0,17,4333
2026-09-02T11:03:39Z,104481,659092,126668,532424,0,17,4330
2026-09-02T11:04:39Z,104541,661988,126668,535320,0,17,4355
2026-09-02T11:05:39Z,104601,648508,126668,521840,0,17,4362
2026-09-02T11:06:39Z,104661,651408,126668,524740,0,17,4359
2026-09-02T11:07:39Z,104721,654300,126668,527632,0,17,4323
2026-09-02T11:08:40Z,104782,657196,126668,530528,0,17,4328
2026-09-02T11:09:40Z,104842,660096,126668,533428,0,17,4342
2026-09-02T11:10:40Z,104902,662984,126668,536316,0,17,4356
2026-09-02T11:11:40Z,104962,665880,126668,539212,0,17,4356
2026-09-02T11:12:40Z,105022,652392,126668,525724,0,17,4345
2026-09-02T11:13:40Z,105082,655288,126668,528620,0,17,4339
2026-09-02T11:14:40Z,105142,658196,126668,531528,0,17,4347
2026-09-02T11:15:40Z,105202,661088,126668,534420,0,17,4343
2026-09-02T11:16:40Z,105262,647612,126668,520944,0,17,4346
2026-09-02T11:17:40Z,105322,650512,126668,523848,0,17,4345
2026-09-02T11:18:40Z,105382,653412,126668,526744,0,17,4330
2026-09-02T11:19:40Z,105442,656308,126668,529644,0,17,4337
2026-09-02T11:20:41Z,105503,659212,126668,532544,0,17,4350
2026-09-02T11:21:41Z,105563,662108,126676,535436,0,17,4342
2026-09-02T11:22:41Z,105623,665008,126676,538332,0,17,4327
2026-09-02T11:23:41Z,105683,651516,126676,524840,0,17,4331
2026-09-02T11:24:41Z,105743,654416,126676,527740,0,17,4353
2026-09-02T11:25:41Z,105803,657308,126676,530636,0,17,4346
2026-09-02T11:26:41Z,105863,660208,126676,533532,0,17,4329
2026-09-02T11:27:41Z,105923,663108,126676,536432,0,17,4328
2026-09-02T11:28:41Z,105983,649612,126676,522936,0,17,4334
2026-09-02T11:29:41Z,106043,652512,126676,525836,0,17,4329
2026-09-02T11:30:41Z,106103,655412,126676,528736,0,17,4357
2026-09-02T11:31:41Z,106163,658312,126676,531636,0,17,4337
2026-09-02T11:32:42Z,106224,661208,126676,534532,0,17,4341
2026-09-02T11:33:42Z,106284,664104,126676,537428,0,17,4333
2026-09-02T11:34:42Z,106344,667004,126676,540328,0,17,4364
2026-09-02T11:35:42Z,106404,653520,126676,526844,0,17,4361
2026-09-02T11:36:42Z,106464,656420,126676,529744,0,17,4354
2026-09-02T11:37:42Z,106524,659320,126676,532644,0,17,4349
2026-09-02T11:38:42Z,106584,662216,126676,535540,0,17,4334
2026-09-02T11:39:42Z,106644,648728,126676,522052,0,17,4327
2026-09-02T11:40:42Z,106704,651624,126676,524948,0,17,4350
2026-09-02T11:41:42Z,106764,654524,126676,527848,0,17,4331
2026-09-02T11:42:42Z,106824,657428,126676,530752,0,17,4339
2026-09-02T11:43:42Z,106884,660324,126676,533648,0,17,4333
2026-09-02T11:44:42Z,106944,663228,126676,536552,0,17,4364
2026-09-02T11:45:42Z,107004,666128,126676,539452,0,17,4350
2026-09-02T11:46:43Z,107065,652648,126676,525972,0,17,4337
2026-09-02T11:47:43Z,107125,655544,126676,528868,0,17,4323
2026-09-02T11:48:43Z,107185,658440,126676,531764,0,17,4318
2026-09-02T11:49:43Z,107245,661340,126676,534664,0,17,4329
2026-09-02T11:50:43Z,107305,647856,126676,521180,0,17,4341
2026-09-02T11:51:43Z,107365,650756,126676,524080,0,17,4347
2026-09-02T11:52:43Z,107425,653644,126676,526968,0,17,4340
2026-09-02T11:53:43Z,107485,656544,126676,529868,0,17,4344
2026-09-02T11:54:43Z,107545,659444,126676,532768,0,17,4362
2026-09-02T11:55:43Z,107605,662344,126676,535668,0,17,4364
2026-09-02T11:56:43Z,107665,665240,126676,538564,0,17,4340
2026-09-02T11:57:43Z,107725,651752,126676,525076,0,17,4327
2026-09-02T11:58:43Z,107785,654656,126676,527980,0,17,4315
2026-09-02T11:59:44Z,107846,657552,126676,530876,0,17,4332
2026-09-02T12:00:44Z,107906,660456,126676,533780,0,17,4351
2026-09-02T12:01:44Z,107966,646972,126676,520296,0,17,4360
2026-09-02T12:02:44Z,108026,649872,126676,523196,0,17,4337
2026-09-02T12:03:44Z,108086,652776,126676,526100,0,17,4351
2026-09-02T12:04:44Z,108146,655672,126676,528996,0,17,4336
2026-09-02T12:05:44Z,108206,658572,126676,531896,0,17,4343
2026-09-02T12:06:44Z,108266,661468,126676,534796,0,17,4334
2026-09-02T12:07:44Z,108326,664372,126676,537696,0,17,4322
2026-09-02T12:08:44Z,108386,667268,126676,540596,0,17,4322
